district,tehsil,block,panchayat,old_age,widow,disability,total
Almora,Chaukhutia,CHAUKHUTIA,KHAJURANI,53,17,4,74
Almora,Chaukhutia,CHAUKHUTIA,KHANULI,31,14,2,47
Almora,Chaukhutia,CHAUKHUTIA,KHARAKTAYA,43,13,2,58
Almora,Chaukhutia,CHAUKHUTIA,KHATYARI,37,22,4,63
Almora,Chaukhutia,CHAUKHUTIA,KHIRA,128,35,13,176
Almora,Chaukhutia,CHAUKHUTIA,KOTYURA MASI,119,39,14,172
Almora,Chaukhutia,CHAUKHUTIA,KOTYURA TAAL,33,7,,40
Almora,Chaukhutia,CHAUKHUTIA,LALURI,34,2,3,39
Almora,Chaukhutia,CHAUKHUTIA,MADKUWAKHAL,25,17,7,49
Almora,Chaukhutia,CHAUKHUTIA,MAHATGAON,28,13,2,43
Almora,Chaukhutia,CHAUKHUTIA,MASI,87,21,10,118
Almora,Chaukhutia,CHAUKHUTIA,MEHALCHAURA,55,19,3,77
Almora,Chaukhutia,CHAUKHUTIA,MOHANA,23,9,1,33
Almora,Chaukhutia,CHAUKHUTIA,NAGAAD,59,29,12,100
Almora,Chaukhutia,CHAUKHUTIA,NAUGAON,58,24,5,87
Almora,Chaukhutia,CHAUKHUTIA,NAYONI,8,2,1,11
Almora,Chaukhutia,CHAUKHUTIA,NOUGON BAIDIYA,26,9,4,39
Almora,Chaukhutia,CHAUKHUTIA,PALI,64,24,6,94
Almora,Chaukhutia,CHAUKHUTIA,PAN,48,15,3,66
Almora,Chaukhutia,CHAUKHUTIA,PATALGAON,31,4,2,37
Almora,Chaukhutia,CHAUKHUTIA,PIPALDHAR,33,22,2,57
Almora,Chaukhutia,CHAUKHUTIA,PUNIABAGAR,11,3,2,16
Almora,Chaukhutia,CHAUKHUTIA,QUERALI,64,24,5,93
Almora,Chaukhutia,CHAUKHUTIA,RAMNA GAON,10,,,10
Almora,Chaukhutia,CHAUKHUTIA,RAMPUR,74,33,9,116
Almora,Chaukhutia,CHAUKHUTIA,RITHACHAURA,20,8,1,29
Almora,Chaukhutia,CHAUKHUTIA,SAUN GAON,35,18,4,57
Almora,Chaukhutia,CHAUKHUTIA,SEEMA,54,9,2,65
Almora,Chaukhutia,CHAUKHUTIA,SEERA,23,7,3,33
Almora,Chaukhutia,CHAUKHUTIA,SIMALKHET,70,38,9,117
Almora,Chaukhutia,CHAUKHUTIA,SIROLI,55,19,6,80
Almora,Chaukhutia,CHAUKHUTIA,SUNGARI,33,11,4,48
Almora,Chaukhutia,CHAUKHUTIA,SURNA RIKHARI,24,4,1,29
Almora,Chaukhutia,CHAUKHUTIA,TAJPUR MALLA,15,12,2,29
Almora,Chaukhutia,CHAUKHUTIA,TALLA TAJPUR,29,7,8,44
Almora,Chaukhutia,CHAUKHUTIA,TATAL GAON,45,20,9,74
Almora,Chaukhutia,CHAUKHUTIA,TEDHA GAON,16,1,,17
Almora,Chaukhutia,CHAUKHUTIA,THAPALA,16,11,4,31
Almora,Chaukhutia,CHAUKHUTIA,TIMTA,40,12,4,56
Almora,Chaukhutia,CHAUKHUTIA,UDALIAKHAN,30,23,6,59
Almora,Chaukhutia,CHAUKHUTIA,ULAINI,53,22,6,81
Almora,Chaukhutia,CHAUKHUTIA,UNCHAWAHAN,26,9,1,36
Almora,Chaukhutia,CHAUKHUTIA,VERATI,41,7,2,50
Almora,Chaukhutia,TARIKHET,BOHARAGAON,7,7,,14
Almora,Chaukhutia,TARIKHET,SARNA,,,,0
Almora,Dwarahat,BHIKIASAIN,BHANTI,6,,,6
Almora,Dwarahat,BHIKIASAIN,BHASI KAFLANI,18,1,1,20
Almora,Dwarahat,BHIKIASAIN,BUDHALI,11,3,,14
Almora,Dwarahat,BHIKIASAIN,CHAUDA,4,1,,5
Almora,Dwarahat,BHIKIASAIN,CHAUNIA,2,1,,3
Almora,Dwarahat,BHIKIASAIN,CHAURA (BAIGAR),9,1,2,12
Almora,Dwarahat,BHIKIASAIN,DAHAL,8,,1,9
Almora,Dwarahat,BHIKIASAIN,DANGARKHOLA,5,1,2,8
Almora,Dwarahat,BHIKIASAIN,DHAMERA,5,,,5
Almora,Dwarahat,BHIKIASAIN,DHAULA,8,2,,10
Almora,Dwarahat,BHIKIASAIN,GHUGHUTI,9,,,9
Almora,Dwarahat,BHIKIASAIN,JALALI,16,2,,18
Almora,Dwarahat,BHIKIASAIN,KHARAK,2,,,2
Almora,Dwarahat,BHIKIASAIN,MASON,7,3,,10
Almora,Dwarahat,BHIKIASAIN,MATELA,,,,0
Almora,Dwarahat,BHIKIASAIN,MAYOLI,4,1,,5
Almora,Dwarahat,BHIKIASAIN,MUNIACHAURA,17,2,,19
Almora,Dwarahat,BHIKIASAIN,NAGARJUN,5,1,,6
Almora,Dwarahat,BHIKIASAIN,NAUBARA,4,,,4
Almora,Dwarahat,BHIKIASAIN,NIRKOT,8,,,8
Almora,Dwarahat,BHIKIASAIN,PADYULA,6,1,1,8
Almora,Dwarahat,BHIKIASAIN,PALI,2,,1,3
Almora,Dwarahat,BHIKIASAIN,PATAS,,,,0
Almora,Dwarahat,BHIKIASAIN,RIKHARI,,,,0
Almora,Dwarahat,BHIKIASAIN,RUPANAULI,2,,,2
Almora,Dwarahat,BHIKIASAIN,SANNE,12,2,1,15
Almora,Dwarahat,BHIKIASAIN,SHILANG,,,,0
Almora,Dwarahat,BHIKIASAIN,SURE,7,2,,9
Almora,Dwarahat,BHIKIASAIN,TAKULTI,3,2,,5
Almora,Dwarahat,DWARAHAT,AINA,41,31,3,75
Almora,Dwarahat,DWARAHAT,AIRADI,8,2,1,11
Almora,Dwarahat,DWARAHAT,ALMIYAGAON,37,22,7,66
Almora,Dwarahat,DWARAHAT,ASGOLI,98,36,13,147
Almora,Dwarahat,DWARAHAT,BABURKHOLA,28,24,8,60
Almora,Dwarahat,DWARAHAT,BAINALI,38,20,1,59
Almora,Dwarahat,DWARAHAT,BAMANPURI,12,8,5,25
Almora,Dwarahat,DWARAHAT,BANOLI,33,8,12,53
Almora,Dwarahat,DWARAHAT,BARET,32,11,3,46
Almora,Dwarahat,DWARAHAT,BARI,14,8,1,23
Almora,Dwarahat,DWARAHAT,BASERA,57,16,7,80
Almora,Dwarahat,DWARAHAT,BASULISERA,57,26,4,87
Almora,Dwarahat,DWARAHAT,BAWAN,17,3,1,21
Almora,Dwarahat,DWARAHAT,BAYELA,35,13,5,53
Almora,Dwarahat,DWARAHAT,BEDHULI,26,11,4,41
Almora,Dwarahat,DWARAHAT,BHAISOLI,51,24,6,81
Almora,Dwarahat,DWARAHAT,BHANDARGAON,65,32,9,106
Almora,Dwarahat,DWARAHAT,BHAT KOT,8,,1,9
Almora,Dwarahat,DWARAHAT,BHATAURA,66,34,9,109
Almora,Dwarahat,DWARAHAT,BHET,51,23,4,78
Almora,Dwarahat,DWARAHAT,BHUMKIA,19,11,6,36
Almora,Dwarahat,DWARAHAT,BINTA,47,30,9,86
Almora,Dwarahat,DWARAHAT,BOONGA,29,12,9,50
Almora,Dwarahat,DWARAHAT,CHAMINI,44,12,4,60
Almora,Dwarahat,DWARAHAT,CHATENA,61,14,5,80
Almora,Dwarahat,DWARAHAT,CHATGULA,51,17,4,72
Almora,Dwarahat,DWARAHAT,CHHABISSA,48,10,1,59
Almora,Dwarahat,DWARAHAT,CHHANA,26,19,4,49
Almora,Dwarahat,DWARAHAT,CHYALI,50,27,13,90
Almora,Dwarahat,DWARAHAT,DADGALIYA,56,29,10,95
Almora,Dwarahat,DWARAHAT,DAINA,16,6,2,24
Almora,Dwarahat,DWARAHAT,DAIRI,17,12,12,41
Almora,Dwarahat,DWARAHAT,DALMOTI,23,3,4,30
Almora,Dwarahat,DWARAHAT,DARMAR,66,12,6,84
Almora,Dwarahat,DWARAHAT,DHANKHALGOAN,33,12,7,52
Almora,Dwarahat,DWARAHAT,DHANKHOLI,12,3,4,19
Almora,Dwarahat,DWARAHAT,DHANYARI,15,2,1,18
Almora,Dwarahat,DWARAHAT,DHARAMGAON,14,11,4,29
Almora,Dwarahat,DWARAHAT,DHAULARGUNTH,29,4,3,36
Almora,Dwarahat,DWARAHAT,DIDA,34,21,3,58
Almora,Dwarahat,DWARAHAT,DOTALGAON,92,27,5,124
Almora,Dwarahat,DWARAHAT,DUDHOLI,33,25,4,62
Almora,Dwarahat,DWARAHAT,DWARAHAT,42,42,11,95
Almora,Dwarahat,DWARAHAT,FALDWARI,26,5,5,36
Almora,Dwarahat,DWARAHAT,GANOLI,48,17,6,71
Almora,Dwarahat,DWARAHAT,GAWAD,47,22,8,77
Almora,Dwarahat,DWARAHAT,GHAGHLORI,25,8,3,36
Almora,Dwarahat,DWARAHAT,GUPTALI,1,4,,5
Almora,Dwarahat,DWARAHAT,IDA,143,65,11,219
Almora,Dwarahat,DWARAHAT,IDASERA,30,18,8,56
Almora,Dwarahat,DWARAHAT,JAKH,43,16,2,61
Almora,Dwarahat,DWARAHAT,JAMAD,24,10,7,41
Almora,Dwarahat,DWARAHAT,JAMINIPAR,26,1,3,30
Almora,Dwarahat,DWARAHAT,JAMINIWAR,32,9,,41
Almora,Dwarahat,DWARAHAT,KAFADA,39,20,2,61
Almora,Dwarahat,DWARAHAT,KAMA,40,27,9,76
Almora,Dwarahat,DWARAHAT,KANDEY,36,9,4,49
Almora,Dwarahat,DWARAHAT,KAULA,22,23,2,47
Almora,Dwarahat,DWARAHAT,KHALI TALLI,25,8,2,35
Almora,Dwarahat,DWARAHAT,KHALNA,43,9,7,59
Almora,Dwarahat,DWARAHAT,KOONA,11,4,4,19
Almora,Dwarahat,DWARAHAT,KOTILA,31,15,3,49
Almora,Dwarahat,DWARAHAT,KOTYURA,5,3,,8
Almora,Dwarahat,DWARAHAT,KUI,41,9,4,54
Almora,Dwarahat,DWARAHAT,KULSIBI,69,28,6,103
Almora,Dwarahat,DWARAHAT,KUMALTA,59,11,1,71
Almora,Dwarahat,DWARAHAT,KUNSYARI,52,15,5,72
Almora,Dwarahat,DWARAHAT,KUNTHYRI,20,7,2,29
Almora,Dwarahat,DWARAHAT,KUWALI,67,25,6,98
Almora,Dwarahat,DWARAHAT,MAHATGAON,27,14,5,46
Almora,Dwarahat,DWARAHAT,MAJETHI,13,3,,16
Almora,Dwarahat,DWARAHAT,MALLI BITHOLI,66,22,4,92
Almora,Dwarahat,DWARAHAT,MALLI KIROLI,47,21,4,72
Almora,Dwarahat,DWARAHAT,MALLI MIRAI,89,89,21,199
Almora,Dwarahat,DWARAHAT,MALYALGAON,28,8,9,45
Almora,Dwarahat,DWARAHAT,MANELA,37,19,11,67
Almora,Dwarahat,DWARAHAT,MASAR,20,7,3,30
Almora,Dwarahat,DWARAHAT,MATELA-1,59,23,5,87
Almora,Dwarahat,DWARAHAT,MATELA2,7,3,,10
Almora,Dwarahat,DWARAHAT,MELTA,22,10,1,33
Almora,Dwarahat,DWARAHAT,NAIDI,39,14,5,58
Almora,Dwarahat,DWARAHAT,NAINI-1,18,17,7,42
Almora,Dwarahat,DWARAHAT,NAINI-2,8,,,8
Almora,Dwarahat,DWARAHAT,NATTAGULLI,25,20,6,51
Almora,Dwarahat,DWARAHAT,NAULAKOT,58,27,18,103
Almora,Dwarahat,DWARAHAT,NAUSAR,17,9,1,27
Almora,Dwarahat,DWARAHAT,NAYAL- 2,26,1,4,31
Almora,Dwarahat,DWARAHAT,NAYAL-1,32,16,5,53
Almora,Dwarahat,DWARAHAT,ODCHAUNALIYA,28,8,8,44
Almora,Dwarahat,DWARAHAT,PAGSA,32,20,5,57
Almora,Dwarahat,DWARAHAT,PAITHANI,44,15,2,61
Almora,Dwarahat,DWARAHAT,PANERGOAN,15,7,2,24
Almora,Dwarahat,DWARAHAT,PARKOT,30,16,7,53
Almora,Dwarahat,DWARAHAT,PINOLI,6,,,6
Almora,Dwarahat,DWARAHAT,RADA,42,9,10,61
Almora,Dwarahat,DWARAHAT,RATKHAL,46,10,8,64
Almora,Dwarahat,DWARAHAT,Rawadi,54,24,4,82
Almora,Dwarahat,DWARAHAT,RAWALSERA,15,8,2,25
Almora,Dwarahat,DWARAHAT,RIYUNI MALLI,93,47,14,154
Almora,Dwarahat,DWARAHAT,RIYUNI TALLI,51,20,9,80
Almora,Dwarahat,DWARAHAT,SAKUNI,30,17,3,50
Almora,Dwarahat,DWARAHAT,SALNA,82,28,8,118
Almora,Dwarahat,DWARAHAT,SATI NAUGAON,50,23,4,77
Almora,Dwarahat,DWARAHAT,SELISUNOLI,30,2,1,33
Almora,Dwarahat,DWARAHAT,SIMALGAON,37,16,6,59
Almora,Dwarahat,DWARAHAT,SIMOLI,19,3,3,25
Almora,Dwarahat,DWARAHAT,SURNA,46,28,3,77
Almora,Dwarahat,DWARAHAT,SUTARGAON,30,8,13,51
Almora,Dwarahat,DWARAHAT,TAILI SUNOLI,28,7,2,37
Almora,Dwarahat,DWARAHAT,TALLI MIRAI,72,36,9,117
Almora,Dwarahat,DWARAHAT,TIPAULA,23,7,3,33
Almora,Dwarahat,DWARAHAT,TODRA,22,13,3,38
Almora,Dwarahat,DWARAHAT,UBHYARI,14,1,2,17
Almora,Dwarahat,DWARAHAT,UROLI,52,16,4,72
Almora,Dwarahat,DWARAHAT,VALNA,15,6,3,24
Almora,Dwarahat,DWARAHAT,VIJAYPUR,56,26,8,90
Almora,Dwarahat,TARIKHET,ABHYADI,1,1,,2
Almora,Dwarahat,TARIKHET,BAJINA,,,,0
Almora,Dwarahat,TARIKHET,GUDHOLI,,,,0
Almora,Dwarahat,TARIKHET,GUMTA,,,,0
Almora,Dwarahat,TARIKHET,IRA,10,2,,12
Almora,Dwarahat,TARIKHET,MATELA MANIHAR,,,,0
Almora,Dwarahat,TARIKHET,NAITI,,,,0
Almora,Dwarahat,TARIKHET,VALNA,1,,,1
Almora,Jainti,LAMGARA,AANULI,43,4,3,50
Almora,Jainti,LAMGARA,AARAKHET,32,2,5,39
Almora,Jainti,LAMGARA,BACHKANDEY,35,2,2,39
Almora,Jainti,LAMGARA,BADIYAR RAIT,14,,2,16
Almora,Jainti,LAMGARA,BAIGNIYA,17,2,4,23
Almora,Jainti,LAMGARA,BAJETHI,10,1,9,20
Almora,Jainti,LAMGARA,BALIYA,12,,3,15
Almora,Jainti,LAMGARA,BARAKOT,69,11,16,96
Almora,Jainti,LAMGARA,BASGAON,23,8,5,36
Almora,Jainti,LAMGARA,BHABU,20,3,3,26
Almora,Jainti,LAMGARA,BHAGADEWALI,116,31,14,161
Almora,Jainti,LAMGARA,BHAISODA,3,1,2,6
Almora,Jainti,LAMGARA,BHATKOT,9,1,1,11
Almora,Jainti,LAMGARA,BHTYURA TALLA,53,5,8,66
Almora,Jainti,LAMGARA,BINOLA MALLA,38,6,7,51
Almora,Jainti,LAMGARA,BINOLA TALLA,18,3,4,25
Almora,Jainti,LAMGARA,BISAUDKOT,24,4,2,30
Almora,Jainti,LAMGARA,BUDHAN,18,2,4,24
Almora,Jainti,LAMGARA,CHAUKUNA,100,5,20,125
Almora,Jainti,LAMGARA,CHAUMU,17,1,6,24
Almora,Jainti,LAMGARA,CHHANKHARKOTA,82,22,7,111
Almora,Jainti,LAMGARA,CHIRATINMINA,39,2,7,48
Almora,Jainti,LAMGARA,CHUPDA,25,5,4,34
Almora,Jainti,LAMGARA,DAMAR,41,7,3,51
Almora,Jainti,LAMGARA,DARIMI,89,20,7,116
Almora,Jainti,LAMGARA,DHAURA,14,2,11,27
Almora,Jainti,LAMGARA,DHURA SANGROLI,65,7,12,84
Almora,Jainti,LAMGARA,DHYULI DHAUNI,23,9,2,34
Almora,Jainti,LAMGARA,DHYULI RAUTELA,37,11,7,55
Almora,Jainti,LAMGARA,DOGHOURIA,19,6,1,26
Almora,Jainti,LAMGARA,DOL,119,29,21,169
Almora,Jainti,LAMGARA,DOTHA,14,,3,17
Almora,Jainti,LAMGARA,FATQUAL DUNGARA,45,3,2,50
Almora,Jainti,LAMGARA,FUTA,22,1,4,27
Almora,Jainti,LAMGARA,GANAO,37,8,7,52
Almora,Jainti,LAMGARA,GUTHOULI,10,4,3,17
Almora,Jainti,LAMGARA,JHALDUNGARA,52,3,5,60
Almora,Jainti,LAMGARA,JOSHIDHURA,15,4,7,26
Almora,Jainti,LAMGARA,KALADUNGRA,18,2,5,25
Almora,Jainti,LAMGARA,KANARA,36,15,5,56
Almora,Jainti,LAMGARA,KANDEY,43,8,12,63
Almora,Jainti,LAMGARA,KHANKAR,86,3,16,105
Almora,Jainti,LAMGARA,KOKILAGAON,16,1,2,19
Almora,Jainti,LAMGARA,KOORI,46,11,2,59
Almora,Jainti,LAMGARA,KUMALSON,53,5,7,65
Almora,Jainti,LAMGARA,KUNJ,42,4,6,52
Almora,Jainti,LAMGARA,KUTAULI,54,10,15,79
Almora,Jainti,LAMGARA,LAMKOT,37,13,13,63
Almora,Jainti,LAMGARA,LOHANA,32,6,8,46
Almora,Jainti,LAMGARA,LWALI,22,4,3,29
Almora,Jainti,LAMGARA,MALLI CHOUNALI,7,2,3,12
Almora,Jainti,LAMGARA,MERGOAN,36,8,4,48
Almora,Jainti,LAMGARA,MIROLI,18,4,3,25
Almora,Jainti,LAMGARA,MORPATYUDI,41,9,3,53
Almora,Jainti,LAMGARA,NAIDI,10,,5,15
Almora,Jainti,LAMGARA,NATADOL,85,13,15,113
Almora,Jainti,LAMGARA,NAYA SANGROLI,63,11,15,89
Almora,Jainti,LAMGARA,NIRAI,26,6,4,36
Almora,Jainti,LAMGARA,PALNA,7,1,6,14
Almora,Jainti,LAMGARA,PITNA,27,3,2,32
Almora,Jainti,LAMGARA,PUBHAO,66,26,9,101
Almora,Jainti,LAMGARA,QWETA,59,14,9,82
Almora,Jainti,LAMGARA,RANAO,43,2,3,48
Almora,Jainti,LAMGARA,RATKHAN,17,,4,21
Almora,Jainti,LAMGARA,SAINOLI,64,9,11,84
Almora,Jainti,LAMGARA,SANGARSAHU,59,4,3,66
Almora,Jainti,LAMGARA,SATYU,18,2,5,25
Almora,Jainti,LAMGARA,SELTA CHAPAR,84,14,7,105
Almora,Jainti,LAMGARA,SILPAD,51,6,3,60
Almora,Jainti,LAMGARA,SIRSAUDA,18,,5,23
Almora,Jainti,LAMGARA,SUNADI,40,5,8,53
Almora,Jainti,LAMGARA,SURCHORA,58,8,10,76
Almora,Jainti,LAMGARA,SURI,32,2,4,38
Almora,Jainti,LAMGARA,SURKHAL,70,7,1,78
Almora,Jainti,LAMGARA,SYUNANI,38,1,3,42
Almora,Jainti,LAMGARA,TADAINI,45,12,3,60
Almora,Jainti,LAMGARA,THAMTHOLI,59,13,9,81
Almora,Jainti,LAMGARA,THATH,21,3,4,28
Almora,Jainti,LAMGARA,TIKAR,38,2,7,47
Almora,Jainti,LAMGARA,TOLI,29,5,14,48
Almora,Jainti,LAMGARA,TULEDI,7,4,14,25
Almora,Jainti,LAMGARA,TYUNARA,16,1,7,24
Almora,Jainti,LAMGARA,UDIYARI,61,12,5,78
Almora,Jainti,LAMGARA,UNYUDA,19,5,11,35
Almora,Jainti,LAMGARA,WADYUDA,15,,7,22
Almora,Ranikhet,CHAUKHUTIA,ADIGRAM KANORIA,,,,0
Almora,Ranikhet,CHAUKHUTIA,AGAR MANRAL,,,,0
Almora,Ranikhet,CHAUKHUTIA,BAGWALIKHET,,,,0
Almora,Ranikhet,CHAUKHUTIA,BAISOKHLA,,,,0
Almora,Ranikhet,CHAUKHUTIA,BARALGAON,,,,0
Almora,Ranikhet,CHAUKHUTIA,BASARKHET,,,,0
Almora,Ranikhet,CHAUKHUTIA,BASBHIRA,,,,0
Almora,Ranikhet,CHAUKHUTIA,BHAGOTI,,,,0
Almora,Ranikhet,CHAUKHUTIA,BHANOTIA,,,,0
Almora,Ranikhet,CHAUKHUTIA,BHATKOT,1,,,1
Almora,Ranikhet,CHAUKHUTIA,BHELT GAON,,,,0
Almora,Ranikhet,CHAUKHUTIA,DHANAN,1,,,1
Almora,Ranikhet,CHAUKHUTIA,GAIRAR,,,,0
Almora,Ranikhet,CHAUKHUTIA,GAJAR,,,,0
Almora,Ranikhet,CHAUKHUTIA,GANAI,2,,,2
Almora,Ranikhet,CHAUKHUTIA,GOPALGAON,,,,0
Almora,Ranikhet,CHAUKHUTIA,GWALI,,,,0
Almora,Ranikhet,CHAUKHUTIA,JHORUNGA,,,,0
Almora,Ranikhet,CHAUKHUTIA,KANAUNI,,,,0
Almora,Ranikhet,CHAUKHUTIA,KHAJURANI,,,,0
Almora,Ranikhet,CHAUKHUTIA,KHANULI,,,,0
Almora,Ranikhet,CHAUKHUTIA,KHARAKTAYA,,,,0
Almora,Ranikhet,CHAUKHUTIA,KHATYARI,1,,,1
Almora,Ranikhet,CHAUKHUTIA,KHIRA,,,,0
Almora,Ranikhet,CHAUKHUTIA,KOTYURA MASI,1,,,1
Almora,Ranikhet,CHAUKHUTIA,LALURI,,,,0
Almora,Ranikhet,CHAUKHUTIA,MEHALCHAURA,,,,0
Almora,Ranikhet,CHAUKHUTIA,PATALGAON,,,,0
Almora,Ranikhet,CHAUKHUTIA,QUERALI,1,,,1
Almora,Ranikhet,CHAUKHUTIA,RAMPUR,,,,0
Almora,Ranikhet,CHAUKHUTIA,RITHACHAURA,,,,0
Almora,Ranikhet,CHAUKHUTIA,SAUN GAON,,,,0
Almora,Ranikhet,CHAUKHUTIA,SEEMA,,,,0
Almora,Ranikhet,CHAUKHUTIA,TAJPUR MALLA,,,,0
Almora,Ranikhet,CHAUKHUTIA,TATAL GAON,1,,,1
Almora,Ranikhet,CHAUKHUTIA,UNCHAWAHAN,,,,0
Almora,Ranikhet,DWARAHAT,AINA,16,2,,18
Almora,Ranikhet,DWARAHAT,ASGOLI,,,,0
Almora,Ranikhet,DWARAHAT,BABURKHOLA,17,5,4,26
Almora,Ranikhet,DWARAHAT,BAKLANI,12,1,,13
Almora,Ranikhet,DWARAHAT,BASERA,,,,0
Almora,Ranikhet,DWARAHAT,BAYELA,1,2,,3
Almora,Ranikhet,DWARAHAT,BEDHULI,,,,0
Almora,Ranikhet,DWARAHAT,BHAISOLI,16,2,3,21
Almora,Ranikhet,DWARAHAT,BHANDARGAON,,,,0
Almora,Ranikhet,DWARAHAT,BHATAURA,,,,0
Almora,Ranikhet,DWARAHAT,BHATKOT,1,4,1,6
Almora,Ranikhet,DWARAHAT,BHET,,,,0
Almora,Ranikhet,DWARAHAT,BHITAR KOT,13,4,1,18
Almora,Ranikhet,DWARAHAT,DADGALIYA,8,10,5,23
Almora,Ranikhet,DWARAHAT,DALMOTI,9,1,,10
Almora,Ranikhet,DWARAHAT,DHANKHOLI,10,2,,12
Almora,Ranikhet,DWARAHAT,DHAULARGUNTH,,,,0
Almora,Ranikhet,DWARAHAT,DIDA,17,3,2,22
Almora,Ranikhet,DWARAHAT,DIGOTI,16,2,2,20
Almora,Ranikhet,DWARAHAT,DUDHOLI,,,,0
Almora,Ranikhet,DWARAHAT,GANOLI,5,,,5
Almora,Ranikhet,DWARAHAT,GHAGHLORI,,,,0
Almora,Ranikhet,DWARAHAT,KAFADA,,,,0
Almora,Ranikhet,DWARAHAT,KANDEY,,,,0
Almora,Ranikhet,DWARAHAT,KULSIBI,12,4,2,18
Almora,Ranikhet,DWARAHAT,KUWALI,18,2,2,22
Almora,Ranikhet,DWARAHAT,MAHATGAON,13,3,2,18
Almora,Ranikhet,DWARAHAT,MAJETHI,2,,,2
Almora,Ranikhet,DWARAHAT,MALYAL GAON,5,1,,6
Almora,Ranikhet,DWARAHAT,MUJHOLI,54,16,9,79
Almora,Ranikhet,DWARAHAT,NAIDEE,5,2,1,8
Almora,Ranikhet,DWARAHAT,NAIDI RIYUNI,15,2,1,18
Almora,Ranikhet,DWARAHAT,NAULAKOT,,,,0
Almora,Ranikhet,DWARAHAT,PAGSA,23,3,,26
Almora,Ranikhet,DWARAHAT,RIYUNI MALLI,30,8,1,39
Almora,Ranikhet,DWARAHAT,RIYUNI TALLI,31,2,1,34
Almora,Ranikhet,DWARAHAT,SIMOLI,4,,1,5
Almora,Ranikhet,DWARAHAT,SUTARGAON,20,1,1,22
Almora,Ranikhet,DWARAHAT,UROLI,7,4,3,14
Almora,Ranikhet,DWARAHAT,VIJAYPUR,1,,,1
Almora,Ranikhet,TARIKHET,ABHYADI,52,29,5,86
Almora,Ranikhet,TARIKHET,AIRADI,20,12,4,36
Almora,Ranikhet,TARIKHET,AIROLI,48,27,12,87
Almora,Ranikhet,TARIKHET,ALMIYAKANDEY,56,12,8,76
Almora,Ranikhet,TARIKHET,AROD,27,15,5,47
Almora,Ranikhet,TARIKHET,ASHWALKOTYUDA,21,6,3,30
Almora,Ranikhet,TARIKHET,BADHAN,45,47,10,102
Almora,Ranikhet,TARIKHET,BAGUNA,41,22,3,66
Almora,Ranikhet,TARIKHET,BAGWALI RAUTELA,40,11,2,53
Almora,Ranikhet,TARIKHET,BAINA-I,32,9,4,45
Almora,Ranikhet,TARIKHET,BAINA-II,25,4,3,32
Almora,Ranikhet,TARIKHET,BAJINA,25,9,6,40
Almora,Ranikhet,TARIKHET,BAMSYU,59,37,7,103
Almora,Ranikhet,TARIKHET,BANGODA,27,7,1,35
Almora,Ranikhet,TARIKHET,BAYEDI,33,8,6,47
Almora,Ranikhet,TARIKHET,BERGAON,50,20,5,75
Almora,Ranikhet,TARIKHET,BHARGOAN,41,22,4,67
Almora,Ranikhet,TARIKHET,BILLEKH,116,28,7,151
Almora,Ranikhet,TARIKHET,BISHT KOTALI,34,16,6,56
Almora,Ranikhet,TARIKHET,BOHARAGAON,40,12,5,57
Almora,Ranikhet,TARIKHET,CHALSIA PADOLI,33,9,6,48
Almora,Ranikhet,TARIKHET,CHAMDOLI BAGOTI,31,11,3,45
Almora,Ranikhet,TARIKHET,CHAMOLI,29,10,5,44
Almora,Ranikhet,TARIKHET,CHAPAD,83,39,8,130
Almora,Ranikhet,TARIKHET,CHAUKUNI,48,9,10,67
Almora,Ranikhet,TARIKHET,CHAUNA,45,18,8,71
Almora,Ranikhet,TARIKHET,DADHULI,31,6,2,39
Almora,Ranikhet,TARIKHET,DEHOLI,13,6,2,21
Almora,Ranikhet,TARIKHET,DINGA,27,15,7,49
Almora,Ranikhet,TARIKHET,DOBA,35,16,5,56
Almora,Ranikhet,TARIKHET,DORAB,35,5,2,42
Almora,Ranikhet,TARIKHET,DUBHADA,42,14,1,57
Almora,Ranikhet,TARIKHET,DUGAUDA,59,29,8,96
Almora,Ranikhet,TARIKHET,DUNGRA,24,11,,35
Almora,Ranikhet,TARIKHET,DUNI,40,17,5,62
Almora,Ranikhet,TARIKHET,FALDWARI,40,20,8,68
Almora,Ranikhet,TARIKHET,GADI,22,9,6,37
Almora,Ranikhet,TARIKHET,GADSYRI,71,28,10,109
Almora,Ranikhet,TARIKHET,GAIRAD,33,18,4,55
Almora,Ranikhet,TARIKHET,GANGODA,48,24,11,83
Almora,Ranikhet,TARIKHET,GATOLI,8,3,,11
Almora,Ranikhet,TARIKHET,GHINGARI,9,1,1,11
Almora,Ranikhet,TARIKHET,GUDHOLI,26,14,6,46
Almora,Ranikhet,TARIKHET,GUMTA,50,20,8,78
Almora,Ranikhet,TARIKHET,HADOLI,,,,0
Almora,Ranikhet,TARIKHET,HARADE,44,18,5,67
Almora,Ranikhet,TARIKHET,HAROLI GANOLI,24,16,3,43
Almora,Ranikhet,TARIKHET,HIDAM,44,11,3,58
Almora,Ranikhet,TARIKHET,INAD,29,6,2,37
Almora,Ranikhet,TARIKHET,IRA,61,6,5,72
Almora,Ranikhet,TARIKHET,JAINOLI,42,29,3,74
Almora,Ranikhet,TARIKHET,JAL,30,4,2,36
Almora,Ranikhet,TARIKHET,JANTA,48,12,4,64
Almora,Ranikhet,TARIKHET,JHALODI,72,28,8,108
